id,sentence,inference,model,label,text
272,The Drilldown: Report finds climate change most underreported humanitarian crisis,"The writer is implying that climate change isn't being taken seriously enough
",t5_large,real,"Headline: The Drilldown: Report finds climate change most underreported humanitarian crisis
Inference: The writer is implying that climate change isn't being taken seriously enough
"
273,French cheeses at risk of falling foul of global warming as cows lack fresh grass,"The writer is implying that climate change is affecting food production
",gpt2_large,real,"Headline: French cheeses at risk of falling foul of global warming as cows lack fresh grass
Inference: The writer is implying that climate change is affecting food production
"
274,French cheeses at risk of falling foul of global warming as cows lack fresh grass,"The writer is implying that french cheeses are at risk of falling foul of global warming
",t5_base,real,"Headline: French cheeses at risk of falling foul of global warming as cows lack fresh grass
Inference: The writer is implying that french cheeses are at risk of falling foul of global warming
"
275,French cheeses at risk of falling foul of global warming as cows lack fresh grass,"The writer is implying that cows are dying due to climate change
",t5_large,real,"Headline: French cheeses at risk of falling foul of global warming as cows lack fresh grass
Inference: The writer is implying that cows are dying due to climate change
"
276,If You Are Sick or Caring for Someone,"The writer is implying that there are things you can do to help
",gpt2_large,real,"Headline: If You Are Sick or Caring for Someone
Inference: The writer is implying that there are things you can do to help
"
277,If You Are Sick or Caring for Someone,"The writer is implying that there are things you can do to protect yourself from covid
",t5_base,real,"Headline: If You Are Sick or Caring for Someone
Inference: The writer is implying that there are things you can do to protect yourself from covid
"
278,If You Are Sick or Caring for Someone,"The writer is implying that people should take extra precautions if they are sick
",t5_large,real,"Headline: If You Are Sick or Caring for Someone
Inference: The writer is implying that people should take extra precautions if they are sick
"
279,David Wallace-Wells: 'There are many cases of climate hypocrisy',"The writer is implying that climate change is not real
",gpt2_large,real,"Headline: David Wallace-Wells: 'There are many cases of climate hypocrisy'
Inference: The writer is implying that climate change is not real
"
280,David Wallace-Wells: 'There are many cases of climate hypocrisy',"The writer is implying that climate change is a hoax
",t5_base,real,"Headline: David Wallace-Wells: 'There are many cases of climate hypocrisy'
Inference: The writer is implying that climate change is a hoax
"
281,David Wallace-Wells: 'There are many cases of climate hypocrisy',"The writer is implying that david wallace-wells says climate change is not real
",t5_large,real,"Headline: David Wallace-Wells: 'There are many cases of climate hypocrisy'
Inference: The writer is implying that david wallace-wells says climate change is not real
"
282,Lagarde: ECB should do more to tackle climate emergency,"The writer is implying that the eu is not doing enough to fight climate change
",gpt2_large,real,"Headline: Lagarde: ECB should do more to tackle climate emergency
Inference: The writer is implying that the eu is not doing enough to fight climate change
"
283,Lagarde: ECB should do more to tackle climate emergency,"The writer is implying that lagarde thinks ecb should do more to fight climate change
",t5_base,real,"Headline: Lagarde: ECB should do more to tackle climate emergency
Inference: The writer is implying that lagarde thinks ecb should do more to fight climate change
"
284,Lagarde: ECB should do more to tackle climate emergency,"The writer is implying that lagarde thinks the ecb needs to do more for climate change
",t5_large,real,"Headline: Lagarde: ECB should do more to tackle climate emergency
Inference: The writer is implying that lagarde thinks the ecb needs to do more for climate change
"
285,"""CDC Grows SARS-CoV-2, the virus that causes COVID-19, in Cell Culture""","The writer is implying that the cdc is corrupt
",gpt2_large,real,"Headline: ""CDC Grows SARS-CoV-2, the virus that causes COVID-19, in Cell Culture""
Inference: The writer is implying that the cdc is corrupt
"
286,"""CDC Grows SARS-CoV-2, the virus that causes COVID-19, in Cell Culture""","The writer is implying that the cdc is trying to grow covid
",t5_base,real,"Headline: ""CDC Grows SARS-CoV-2, the virus that causes COVID-19, in Cell Culture""
Inference: The writer is implying that the cdc is trying to grow covid
"
287,"""CDC Grows SARS-CoV-2, the virus that causes COVID-19, in Cell Culture""","The writer is implying that the cdc is growing covid in cell culture
",t5_large,real,"Headline: ""CDC Grows SARS-CoV-2, the virus that causes COVID-19, in Cell Culture""
Inference: The writer is implying that the cdc is growing covid in cell culture
"
288,Novel COVID-19 survey takes nation's social,"The writer is implying that covid is spreading in the us
",gpt2_large,real,"Headline: Novel COVID-19 survey takes nation's social
Inference: The writer is implying that covid is spreading in the us
"
